Size,ArrayType,Algorithm,TimeMs,Comparisons
2500,CommonPrefix,MSD_QS,0.977164,87678
2600,Random,MergeSort,1.73875,74096
2600,Random,QuickSort,0.332075,48010
2600,Random,StringMergeSort,2.59599,37388
2600,Random,StringQuickSort,0.202691,31370
2600,Random,MSD,0.537867,12340
2600,Random,MSD_QS,0.207874,18959
2600,Reverse,MergeSort,1.5259,66279
2600,Reverse,QuickSort,7.55708,3431977
2600,Reverse,StringMergeSort,1.69442,22093
2600,Reverse,StringQuickSort,0.689302,115468
2600,Reverse,MSD,0.726799,12640
2600,Reverse,MSD_QS,0.260002,48942
2600,NearlySorted,MergeSort,2.27799,49806
2600,NearlySorted,QuickSort,1.00534,255858
2600,NearlySorted,StringMergeSort,1.49325,32844
2600,NearlySorted,StringQuickSort,0.390078,104451
2600,NearlySorted,MSD,0.586579,12566
2600,NearlySorted,MSD_QS,0.196983,23485
2600,CommonPrefix,MergeSort,2.03603,801752
2600,CommonPrefix,QuickSort,0.499743,560370
2600,CommonPrefix,StringMergeSort,1.88018,404540
2600,CommonPrefix,StringQuickSort,0.264724,71847
2600,CommonPrefix,MSD,1.42513,85020
2600,CommonPrefix,MSD_QS,1.03238,91448
2700,Random,MergeSort,2.77575,77583
2700,Random,QuickSort,0.43438,50899
2700,Random,StringMergeSort,2.27328,39191
2700,Random,StringQuickSort,0.224184,32542
2700,Random,MSD,0.537437,12878
2700,Random,MSD_QS,0.217654,19927
2700,Reverse,MergeSort,1.58559,68655
2700,Reverse,QuickSort,8.33297,3698794
2700,Reverse,StringMergeSort,1.76909,22885
2700,Reverse,StringQuickSort,0.432522,122123
2700,Reverse,MSD,0.583527,13132
2700,Reverse,MSD_QS,0.279914,50659
2700,NearlySorted,MergeSort,1.5497,51936
2700,NearlySorted,QuickSort,0.467453,194895
2700,NearlySorted,StringMergeSort,1.61402,34444
2700,NearlySorted,StringQuickSort,0.39237,103737
2700,NearlySorted,MSD,0.585095,13104
2700,NearlySorted,MSD_QS,0.217909,24538
2700,CommonPrefix,MergeSort,2.14797,836784
2700,CommonPrefix,QuickSort,0.548997,564166
2700,CommonPrefix,StringMergeSort,1.97223,423194
2700,CommonPrefix,StringQuickSort,0.265199,71147
2700,CommonPrefix,MSD,1.64915,88384
2700,CommonPrefix,MSD_QS,1.11694,95021
2800,Random,MergeSort,2.02447,81117
2800,Random,QuickSort,0.333998,52974
2800,Random,StringMergeSort,1.93009,40961
2800,Random,StringQuickSort,0.233166,34317
2800,Random,MSD,0.65174,13422
2800,Random,MSD_QS,0.239616,20770
2800,Reverse,MergeSort,1.75434,71274
2800,Reverse,QuickSort,9.85525,3975899
2800,Reverse,StringMergeSort,1.70354,23758
2800,Reverse,StringQuickSort,0.516261,130860
2800,Reverse,MSD,0.662106,13634
2800,Reverse,MSD_QS,0.31645,52545
2800,NearlySorted,MergeSort,2.19268,53403
2800,NearlySorted,QuickSort,1.76331,466137
2800,NearlySorted,StringMergeSort,1.60148,35449
2800,NearlySorted,StringQuickSort,0.385243,107711
2800,NearlySorted,MSD,0.561544,13574
2800,NearlySorted,MSD_QS,0.238389,25407
2800,CommonPrefix,MergeSort,2.14207,871327
2800,CommonPrefix,QuickSort,0.516295,629424
2800,CommonPrefix,StringMergeSort,2.01806,440533
2800,CommonPrefix,StringQuickSort,0.277416,74976
2800,CommonPrefix,MSD,1.57292,91704
2800,CommonPrefix,MSD_QS,1.11168,98788
2900,Random,MergeSort,1.99274,84455
2900,Random,QuickSort,0.318973,51369
2900,Random,StringMergeSort,1.97368,42683
2900,Random,StringQuickSort,0.240413,35672
2900,Random,MSD,0.705216,13982
2900,Random,MSD_QS,0.253739,21573
2900,Reverse,MergeSort,1.81381,74295
2900,Reverse,QuickSort,9.77778,4263096
2900,Reverse,StringMergeSort,1.9975,24765
2900,Reverse,StringQuickSort,0.554549,137874
2900,Reverse,MSD,0.696407,14120
2900,Reverse,MSD_QS,0.32737,54530
2900,NearlySorted,MergeSort,1.92769,53269
2900,NearlySorted,QuickSort,0.559828,242769
2900,NearlySorted,StringMergeSort,1.78459,36189
2900,NearlySorted,StringQuickSort,0.438332,114777
2900,NearlySorted,MSD,0.618985,14078
2900,NearlySorted,MSD_QS,0.229004,26326
2900,CommonPrefix,MergeSort,2.37757,910207
2900,CommonPrefix,QuickSort,0.549285,602156
2900,CommonPrefix,StringMergeSort,2.17746,459093
2900,CommonPrefix,StringQuickSort,0.283689,76285
2900,CommonPrefix,MSD,1.65558,95058
2900,CommonPrefix,MSD_QS,1.19598,102545
3000,Random,MergeSort,2.27019,88336
3000,Random,QuickSort,0.345824,55800
3000,Random,StringMergeSort,2.10507,44446
3000,Random,StringQuickSort,0.263073,38776
3000,Random,MSD,0.82423,14510
3000,Random,MSD_QS,0.263203,22377
3000,Reverse,MergeSort,1.97092,77130
3000,Reverse,QuickSort,10.6176,4559921
3000,Reverse,StringMergeSort,1.87293,25710
3000,Reverse,StringQuickSort,0.575312,146944
3000,Reverse,MSD,0.710232,14578
3000,Reverse,MSD_QS,0.339897,56318
3000,NearlySorted,MergeSort,1.81967,54747
3000,NearlySorted,QuickSort,0.863219,294022
3000,NearlySorted,StringMergeSort,1.79626,37335
3000,NearlySorted,StringQuickSort,0.448201,114440
3000,NearlySorted,MSD,0.669259,14584
3000,NearlySorted,MSD_QS,0.2179,27209
3000,CommonPrefix,MergeSort,2.63206,946562
3000,CommonPrefix,QuickSort,0.541718,572131
3000,CommonPrefix,StringMergeSort,2.26508,477364
3000,CommonPrefix,StringQuickSort,0.306801,80605
3000,CommonPrefix,MSD,1.73975,98428
3000,CommonPrefix,MSD_QS,1.23587,106267
